read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"kessler, 2009",463,0.374251025256381,0.0287346783459266,0.169513062464008,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,113,113,226
"kim, 2018",464,0.940193122814597,0.0742281527995814,0.272448440626078,general medical,other formats,cut-off score,cbt-based,cau,east asia,some concern,2,0,1,30,30,60
"kim, 2018",465,0.697173998013046,0.0708243880404607,0.266128517901522,general medical,other formats,cut-off score,cbt-based,cau,east asia,some concern,2,0,1,30,30,60
"king, 2000",466,0.341259618792637,0.0312516108481047,0.176781251404397,adults,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,63,67,130
"king, 2000",467,0.489889048918517,0.030756519173125,0.175375366494628,adults,individual,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,67,67,134
"kivi, 2014",468,-0.15705752940781,0.0658587693675196,0.25662963462453,adults,guided self-help,diagnosis,cbt-based,cau,europe,some concern,2,0,1,43,43,86
"kleiboer, 2015",469,0.255488195638024,0.0189340789456526,0.137601158954613,adults,other formats,cut-off score,cbt-based,wl,europe,low,4,1,1,107,106,213
"kleiboer, 2015",470,0.0778842164224108,0.0187940978697311,0.13709156746398,adults,other formats,cut-off score,cbt-based,wl,europe,low,4,1,1,107,106,213
"kleiboer, 2015",471,0.124578901916423,0.0185610504993049,0.13623894633806,adults,guided self-help,cut-off score,not-cbt-based,wl,europe,low,4,1,1,110,106,216
"kleiboer, 2015",472,0.184720869973113,0.0186044142189996,0.136397999321836,adults,guided self-help,cut-off score,not-cbt-based,wl,europe,low,4,1,1,110,106,216
"kleiboer, 2015",473,0.286157114013127,0.0188859062329766,0.137426002754124,adults,other formats,cut-off score,cbt-based,wl,europe,low,4,1,1,108,106,214
"kleiboer, 2015",474,0.148408651310005,0.0187450485860215,0.136912558174996,adults,other formats,cut-off score,cbt-based,wl,europe,low,4,1,1,108,106,214
"kleiboer, 2015",475,0.404680464392882,0.019256942790608,0.138769387080177,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,106,106,212
"kleiboer, 2015",476,0.372088260727322,0.0191968045155564,0.138552533414429,adults,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,106,106,212
"korrelboom, 2012",477,0.786231275568555,0.0707901672663783,0.266064216433511,adults,group,diagnosis,not-cbt-based,wl,europe,low,4,1,1,31,30,61
"korrelboom, 2012",478,0.795490469889607,0.0934284102788948,0.305660612900803,adults,group,diagnosis,not-cbt-based,wl,europe,low,4,1,1,31,31,62
"korrelboom, 2012",479,0.768685279220453,0.12901017107496,0.359179858949469,adults,group,diagnosis,not-cbt-based,wl,europe,low,4,1,1,31,31,62
"korte, 2012",480,0.506065824066521,0.0204426262165568,0.142977712307047,older adults,group,cut-off score,not-cbt-based,wl,europe,low,4,1,1,100,102,202
"korte, 2012",481,0.776235653316676,0.0485027274450585,0.220233347713416,older adults,group,cut-off score,not-cbt-based,wl,europe,low,4,1,1,68,68,136
"kramer, 2021",482,0.518193516109849,0.030416514739483,0.174403310574894,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,67,69,136
"laidlaw, 2008",483,0.398467898546326,0.102065984960159,0.319477675214027,older adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,20,20,40
"laidlaw, 2008",484,0.388390105915955,0.101962803359311,0.319316149543538,older adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,20,20,40
"laidlaw, 2008",485,0.460311745208817,0.102757049665713,0.320557404634042,older adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,20,20,40
"laidlaw, 2008",486,0.676962216553574,0.135698013806702,0.368372113231583,older adults,individual,diagnosis,cbt-based,cau,europe,some concern,3,0,1,20,20,40
"lamers, 2010",487,0.25521050822013,0.0171478911820504,0.130949956785218,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,111,125,236
"lamers, 2010",488,0.221280043982344,0.0551447240862203,0.23482913806898,general medical,individual,diagnosis,cbt-based,cau,europe,low,4,1,1,111,111,222
"lamers, 2015",489,0.343796186684115,0.0349990086024825,0.187080219698616,adults,guided self-help,cut-off score,not-cbt-based,wl,europe,low,4,1,1,58,58,116
"landreville, 1997",490,0.3267767817632,0.179421815154974,0.423582123271243,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,13,23
"landreville, 1997",491,0.275133942648174,0.178694436469917,0.422722647216727,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,13,23
"landreville, 1997",492,0.305549373101452,0.17910772342194,0.423211204272689,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,13,23
"landreville, 1997",493,0.368339344022018,0.238828504299796,0.48870083312779,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,10,20
"landreville, 1997",494,0.424328063750886,0.258369018287961,0.508300126193139,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,10,20
"landreville, 1997",495,0.152874640228908,0.66703112564539,0.816719735065457,older adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,1,0,1,10,10,20
"lappalainen, 2015",496,0.624742320898388,0.110913574743826,0.33303689697063,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,3,0,1,18,20,38
"lappalainen, 2015",497,0.0635748722566456,0.339848136800341,0.582964953320816,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,3,0,1,18,18,36
"lappalainen, 2015",498,1.18597955168038,0.236416095165455,0.48622638263,adults,guided self-help,diagnosis,cbt-based,wl,europe,some concern,3,0,1,18,18,36
"larcombe, 1984",499,3.06872095373343,0.482705540736041,0.694770135178564,general medical,group,diagnosis,cbt-based,wl,australia,some concern,1,0,1,9,10,19
"larcombe, 1984",500,2.40451229195421,0.377858892365809,0.61470227945389,general medical,group,diagnosis,cbt-based,wl,australia,some concern,1,0,1,9,10,19
"lee, 2021",501,0.397737049024524,0.110126218823671,0.331852706518526,adults,group,diagnosis,cbt-based,cau,east asia,low,4,1,1,22,16,38
"lee, 2021",502,0.521569088921661,0.111688990740253,0.334199028634515,adults,group,diagnosis,cbt-based,cau,east asia,low,4,1,1,22,16,38
"lee, 2021",503,0.849979629972296,0.156324111905321,0.395378441376514,adults,group,diagnosis,cbt-based,cau,east asia,low,4,1,1,31,31,62
"lee, 2021",504,1.00594846183001,0.209377304222778,0.457577648298929,adults,group,diagnosis,cbt-based,cau,east asia,low,4,1,1,31,31,62
"lemma, 2013",505,-0.115019225666084,0.250462497716061,0.500462284009555,adults,other formats,cut-off score,not-cbt-based,other ctr,europe,some concern,2,0,1,8,8,16
"lemma, 2013",506,-0.268986376198162,0.252529468536256,0.502523102490081,adults,other formats,cut-off score,not-cbt-based,other ctr,europe,some concern,2,0,1,8,8,16
"lenze, 2017",507,-0.414533108237527,0.0973632189225424,0.312030798035294,perinatal depression,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,21,21,42
"lenze, 2017",508,-0.119040728804536,0.13438215427888,0.366581715690894,perinatal depression,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,19,19,38
"lenze, 2020",509,-0.135043348017843,0.134249636890252,0.366400923702782,perinatal depression,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,14,16,30
"lerner, 2015",510,0.59655823428581,0.0109964461978923,0.104863941361615,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,3,0,1,190,190,380
"lerner, 2015",511,-0.0195576985038919,0.0311141366612226,0.176391997157532,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,3,0,1,112,112,224
"lerner, 2015",512,0.895390544824656,0.0398927984978884,0.199731816438665,other target groups,other formats,diagnosis,cbt-based,cau,north america,some concern,3,0,1,112,112,224
"leung, 2013",513,0.728026125357184,0.0440524389349794,0.209886728820522,perinatal depression,group,cut-off score,cbt-based,cau,east asia,some concern,2,0,1,47,50,97
"leung, 2013",514,-0.0771120340006865,0.0413077376598725,0.203243050704993,perinatal depression,group,cut-off score,cbt-based,cau,east asia,some concern,2,0,1,47,50,97
"leung, 2016",515,0.252303734675834,0.024586133034125,0.156799658909466,perinatal depression,group,cut-off score,cbt-based,other ctr,east asia,some concern,1,0,1,82,82,164
"leung, 2016",516,0.0584666836382571,0.0244007630344086,0.156207435912663,perinatal depression,group,cut-off score,cbt-based,other ctr,east asia,some concern,1,0,1,82,82,164
"lexis, 2011",517,0.341485798426205,0.0292025767750255,0.170887614457647,other target groups,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,69,70,139
"lexis, 2011",518,0.216647082778303,0.0289491695704294,0.170144554924421,other target groups,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,69,70,139
"lexis, 2011",519,0.578321405969119,0.0761844414878807,0.276015292126869,other target groups,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,43,43,86
"lexis, 2011",520,0.273681420337674,0.0520869332701309,0.228225619223896,other target groups,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,44,44,88
"liang, 2021",521,0.706793700808341,0.0818746821344544,0.286137523115117,student population,group,cut-off score,not-cbt-based,other ctr,east asia,some concern,3,0,1,26,26,52
"liang, 2021",522,0.401388078697548,0.0785200206407692,0.280214240610232,student population,group,cut-off score,not-cbt-based,other ctr,east asia,some concern,3,0,1,26,26,52
"linde, 2011",523,0.148503951870736,0.0197596385999659,0.140568981642345,other target groups,group,cut-off score,cbt-based,other ctr,north america,low,4,1,1,NA,NA,NA
"liu, 2009",524,0.292901773785373,0.077887400661388,0.279083142918715,adults,guided self-help,cut-off score,cbt-based,wl,east asia,some concern,2,0,1,27,25,52
"liu, 2009",525,0.176267144988059,0.112037847296816,0.33472055105239,adults,guided self-help,cut-off score,cbt-based,wl,east asia,some concern,2,0,1,25,25,50
"liu, 2021",526,1.62646031184814,0.0233852060996018,0.15292222238642,perinatal depression,individual,subclinical depression,cbt-based,cau,east asia,some concern,3,0,1,113,115,228
"liu, 2021",527,1.34622369820902,0.0215461318542089,0.146786007010917,perinatal depression,individual,subclinical depression,cbt-based,cau,east asia,some concern,3,0,1,113,115,228
"lloyd-williams, 2018",528,0.128811432557961,0.12168452664163,0.348833092813211,general medical,individual,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,20,14,34
"lloyd-williams, 2018",529,0.493244228969181,0.167179953009857,0.408876452011922,general medical,individual,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,20,20,40
"lök, 2019",530,1.76003109931894,0.0931647037324108,0.305228936590899,general medical,group,cut-off score,not-cbt-based,cau,other region,some concern,3,0,1,30,30,60
"losada, 2015",531,0.918600019652254,0.047668181156278,0.218330440287831,other target groups,individual,cut-off score,cbt-based,other ctr,europe,some concern,2,0,1,45,48,93
"losada, 2015",532,0.783077302504579,0.0481085694787758,0.219336657854486,other target groups,individual,cut-off score,cbt-based,other ctr,europe,some concern,2,0,1,42,48,90
"losada, 2015",533,0.638701676571612,0.0834507990548705,0.288878519545622,other target groups,individual,cut-off score,cbt-based,other ctr,europe,some concern,2,0,1,33,33,66
"losada, 2015",534,0.624520431689809,0.0870879697497237,0.295106709089651,other target groups,individual,cut-off score,cbt-based,other ctr,europe,some concern,2,0,1,30,30,60
"lovell, 2008",535,0.27290135358518,0.0970308769618479,0.311497796078637,adults,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,19,23,42
"lovell, 2008",536,0.0897356635364092,0.100355404694135,0.316789211770438,adults,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,19,21,40
"lund, 2019",537,0.0660107890055181,0.023960600975894,0.15479212181469,perinatal depression,individual,cut-off score,not-cbt-based,cau,other region,low,4,1,1,133,133,266
"lund, 2019",538,0.0398455800969148,0.0139731807939838,0.118208209503333,perinatal depression,individual,cut-off score,not-cbt-based,cau,other region,low,4,1,1,133,155,288
"lundgren, 2016",539,0.265276714488291,0.0807263556116015,0.284123838513423,general medical,guided self-help,cut-off score,cbt-based,other ctr,europe,low,4,1,1,25,25,50
"lustman, 1998",540,0.845833995003091,0.110986691292429,0.333146651330055,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,24,24,48
"lustman, 1998",541,1.05259429508629,0.154695735739641,0.393313787883975,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,20,20,40
"lustman, 1998",542,1.16172830921841,0.126438619923421,0.355582086055276,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,24,24,48
"lustman, 1998",543,1.46884811342069,0.188859706274505,0.434579919318075,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,20,20,40
"lynch, 1997",544,0.929958266602528,0.185849300699301,0.431102424835793,adults,other formats,subclinical depression,cbt-based,cau,north america,some concern,1,0,1,11,13,24
"lynch, 2004",545,0.0970298218282858,0.188265386415611,0.433895593911266,adults,other formats,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,13,22
"lynch, 2004",546,-0.0626740229619077,0.188130648524759,0.43374030078465,adults,other formats,cut-off score,cbt-based,cau,north america,some concern,1,0,1,9,13,22
"lynch, 2004",547,0.436751832204673,0.22806400721208,0.477560474926559,adults,other formats,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"lynch, 2004",548,-0.291803031758965,0.22482991063337401,0.474162325193993,adults,other formats,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,9,9,18
"lynch, 2019",549,0.452267911324546,0.0249570315897334,0.157977946529677,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,121,62,183
"lynch, 2019",550,0.43048772836152,0.0249040612765276,0.157810206503026,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,121,62,183
"lynch, 2019",551,0.745076456358727,0.0251863737747289,0.158702154285091,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,162,162,324
"lynch, 2019",552,0.87506231771445,0.0751018611559062,0.274047187827035,adults,other formats,diagnosis,not-cbt-based,cau,europe,low,4,1,1,162,162,324
"maclean, 2020",553,0.170454545454545,0.043174548844114,0.207784861922408,adults,guided self-help,cut-off score,not-cbt-based,other ctr,north america,some concern,3,0,1,47,46,93
"macpherson, 2013",554,0.181047664117501,0.0114073162484187,0.106805038497342,adults,individual,cut-off score,not-cbt-based,cau,europe,low,4,1,1,211,151,362
"macpherson, 2013",555,0.27819068221913,0.0121383627962523,0.110174238351133,adults,individual,cut-off score,not-cbt-based,cau,europe,low,4,1,1,237,128,365
"mahmoodi, 2021",556,1.14275960206214,0.11225995128437,0.335052162035062,adults,individual,cut-off score,cbt-based,wl,other region,some concern,3,0,1,23,19,42
"mahmoodi, 2021",557,1.3326089666275,0.120606095580441,0.347283883271943,adults,individual,cut-off score,cbt-based,wl,other region,some concern,3,0,1,22,19,41
"maina, 2005",558,1.08812780194462,0.23226997985225,0.481943959244485,adults,individual,diagnosis,not-cbt-based,wl,europe,some concern,2,0,1,10,10,20
"maina, 2005",559,1.15345571665039,0.236261079774376,0.486066949888979,adults,individual,diagnosis,not-cbt-based,wl,europe,some concern,2,0,1,10,10,20
"malouff, 1988",560,1.00715423338322,0.156607728579975,0.395736943663307,other target groups,group,cut-off score,cbt-based,wl,north america,some concern,1,0,1,15,14,29
